customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1647-A292,Male,0,Yes,Yes,7,No,No,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No,Two year,Yes,Mailed check,48.37281321445295,346.76938143428754,No
4555-B313,Male,0,Yes,No,72,No,Yes,DSL,No internet service,No internet service,No internet service,No internet service,Yes,No,One year,No,Electronic check,101.00680622305214,7282.448743983559,No
6455-B115,Female,0,Yes,No,57,Yes,No,DSL,No internet service,No internet service,Yes,Yes,No,No,One year,Yes,Credit card (automatic),33.75355924204758,1947.6376938899657,No
4470-A859,Male,1,No,Yes,44,Yes,No,No,No,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),51.836769509453326,2283.637838864906,No
2922-C872,Female,0,Yes,No,61,No,Yes,DSL,No,No,No,No,No,No,Two year,No,Mailed check,70.30547758769958,4303.062683547788,No
8846-A812,Male,0,No,Yes,38,No,No,DSL,Yes,No,No internet service,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),41.00759809144117,1554.2402721344672,No
4350-B345,Male,1,No,Yes,57,No,No phone service,DSL,No,No internet service,No internet service,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),76.46641687230752,4363.992875688185,No
6269-B489,Female,0,Yes,No,63,No,Yes,DSL,Yes,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,76.40885541112348,4808.735183705061,No
8639-C764,Male,0,Yes,Yes,43,Yes,Yes,DSL,No,Yes,Yes,No internet service,Yes,No internet service,One year,No,Electronic check,39.04374093251603,1683.6732584887657,No
6886-B367,Female,0,Yes,Yes,28,No,No,No,No,Yes,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),98.2119551609884,2753.6827994804094,No
6892-C609,Male,0,No,No,58,No,No,No,No,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),81.73027118585543,4719.750063344554,Yes
8635-A922,Male,0,Yes,No,70,No,Yes,DSL,No internet service,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),50.1849309359079,3506.8278865769853,No
8692-B308,Male,0,No,Yes,8,No,No phone service,No,No internet service,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),41.58457073876434,334.9797229588382,No
7073-B523,Female,0,Yes,No,5,Yes,No,No,Yes,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),106.5643889528666,510.2480149422232,No
1749-C984,Male,0,Yes,No,28,Yes,No,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,Yes,Mailed check,102.2420956450776,2861.820234355121,No
4625-C249,Male,1,No,No,57,No,No phone service,DSL,Yes,Yes,No,Yes,No internet service,No,One year,No,Bank transfer (automatic),41.3409478229804,2366.518728808279,No
1265-B666,Male,0,No,No,16,No,No phone service,No,No,Yes,Yes,No internet service,Yes,No internet service,Two year,Yes,Credit card (automatic),21.828325264909132,362.25566907080315,No
7841-B256,Male,1,Yes,Yes,15,Yes,Yes,No,No internet service,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),99.10552587218395,1478.7584409459748,No
4214-B335,Female,0,No,Yes,2,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),80.10860980413683,173.86128134375235,Yes
7223-C953,Female,1,No,Yes,20,No,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,No,Electronic check,28.3886438193727,579.85404151915,Yes
5026-B663,Male,0,No,No,63,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),77.27949972499896,4847.1295757025455,No
6530-B881,Female,0,No,No,35,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No,Yes,Two year,Yes,Bank transfer (automatic),63.69435987885027,2230.460514889603,No
9005-C757,Male,0,No,No,61,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,No,Yes,Two year,No,Electronic check,96.092307911106,5863.895074689586,No
9037-B272,Male,1,Yes,No,41,Yes,Yes,DSL,Yes,No,No,No internet service,No,No internet service,Month-to-month,No,Mailed check,39.26302663695237,1624.9720442939745,No
6770-A243,Male,0,Yes,No,41,Yes,Yes,DSL,No internet service,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,63.79225280265516,2618.3462145181124,No
9954-B288,Female,0,No,No,60,Yes,No phone service,DSL,No,Yes,No internet service,Yes,No,No,Two year,Yes,Credit card (automatic),33.952533482317634,,No
9882-C160,Female,0,Yes,No,12,Yes,No,Fiber optic,Yes,No,No,No internet service,Yes,No internet service,Two year,No,Electronic check,114.48148639499009,1365.97001988591,No
9584-A959,Female,0,Yes,Yes,10,No,Yes,Fiber optic,No,No internet service,No internet service,Yes,No internet service,Yes,Two year,No,Credit card (automatic),96.513184770979,949.1513551758013,No
2217-C149,Female,0,No,Yes,53,Yes,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,Yes,Two year,No,Credit card (automatic),92.29060386339034,4884.923622883468,No
1104-B240,Female,0,Yes,No,15,Yes,Yes,DSL,No,No internet service,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),87.6157698345906,1330.006431885662,No
4791-A824,Female,0,No,No,7,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),60.79531246787136,434.82638107516397,Yes
3474-A323,Female,0,No,No,58,Yes,No,Fiber optic,No,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,111.03988277816605,6463.537815470033,Yes
9285-B482,Female,0,Yes,Yes,56,No,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),25.57815969866404,1417.943648671085,No
1990-C753,Female,0,No,Yes,39,No,No,DSL,No,No internet service,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),98.97753670373466,3870.5371512425872,No
8916-C599,Male,0,No,No,58,Yes,Yes,No,Yes,No internet service,No,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),39.88088957662613,2320.64025744205,No
1257-A644,Female,0,No,No,1,No,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,50.814809541201726,47.961642169572116,Yes
7739-A117,Female,0,No,Yes,9,No,Yes,DSL,No internet service,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),70.45268776121449,641.8334657675578,Yes
9673-C381,Female,0,No,Yes,43,No,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,96.90682861108574,4168.393278385922,Yes
9777-B117,Female,0,Yes,Yes,10,No,No phone service,Fiber optic,No,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,102.52275821920053,1029.8306573474204,Yes
9228-C790,Female,0,Yes,Yes,1,No,No phone service,No,No,No,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,76.91509114109255,83.72059045112837,Yes
8054-A209,Female,0,No,No,49,No,Yes,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),58.75506663793586,2888.799358211408,No
2578-C252,Female,0,No,Yes,11,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,No,No,Two year,No,Electronic check,113.37349335102262,1247.9765435228528,No
4948-A734,Female,0,Yes,Yes,22,Yes,No phone service,DSL,No,Yes,No internet service,No,No,Yes,Month-to-month,No,Electronic check,43.02539023185652,964.3319456469721,No
9625-B934,Female,0,No,No,17,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),98.96100487600386,1680.1798296431143,Yes
6807-B914,Female,0,Yes,Yes,61,Yes,Yes,No,Yes,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),79.76098695553941,4884.257780494786,No
7502-A482,Female,0,No,Yes,61,Yes,No,DSL,No internet service,No internet service,No,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),56.12794919696398,3412.5264617303787,No
7652-B678,Male,0,No,Yes,37,No,No phone service,DSL,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),18.38748242853545,670.4862546090189,No
4984-C331,Male,0,No,No,66,Yes,Yes,No,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,63.13322978553699,4157.528063191883,No
5914-C947,Female,0,No,Yes,37,Yes,No,Fiber optic,No internet service,No,Yes,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),46.06035975300108,1713.801918678297,No
2320-C978,Female,0,No,No,66,No,No phone service,No,No internet service,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,28.73683463921884,1888.5764709953714,No
1519-A515,Male,1,No,No,60,No,No,DSL,Yes,No internet service,No internet service,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),25.803435816477528,1563.107402594687,No
